;denominador;numerador;Frequência;P-value;Qtd_1_Denom;Qtd_0_Demon;D0N0;D0N1;D1N0;D1N1
1482;RMDQ1_v1;Solteiro;0.342857142857143;0.175015497837418;70;111;61;50;46;24
1483;RMDQ2_v1;Solteiro;0.346666666666667;0.175707311905322;75;106;58;48;49;26
1484;RMDQ3_v1;Solteiro;0.348484848484849;0.204988685641538;66;117;65;52;43;23
1485;RMDQ4_v1;Solteiro;0.340425531914894;0.261701932372275;47;136;77;59;31;16
1486;RMDQ5_v1;Solteiro;0.344262295081967;0.202164715977912;61;122;68;54;40;21
1487;RMDQ6_v1;Solteiro;0.333333333333333;0.209561553877755;48;135;76;59;32;16
1488;RMDQ7_v1;Solteiro;0.363636363636364;0.531993687594629;33;149;86;63;21;12
1489;RMDQ8_v1;Solteiro;0.5;0.605394615032179;8;174;103;71;4;4
1490;RMDQ9_v1;Solteiro;0.344827586206897;0.422208472117945;29;153;88;65;19;10
1491;RMDQ10_v1;Solteiro;0.382352941176471;0.69607401441796;34;148;86;62;21;13
1492;RMDQ11_v1;Solteiro;0.361111111111111;0.487809980792072;36;146;84;62;23;13
1493;RMDQ12_v1;Solteiro;0.388888888888889;0.752200150782838;36;146;85;61;22;14
1494;RMDQ13_v1;Solteiro;0.342105263157895;0.32445778459333;38;144;82;62;25;13
1495;RMDQ14_v1;Solteiro;0.35;0.366426918354605;40;142;81;61;26;14
1496;RMDQ15_v1;Solteiro;0.333333333333333;0.400194469405897;24;158;91;67;16;8
1497;RMDQ16_v1;Solteiro;0.32258064516129;0.266324823643383;31;151;86;65;21;10
1498;RMDQ17_v1;Solteiro;0.384615384615385;0.694149066116179;39;143;83;60;24;15
1499;RMDQ18_v1;Solteiro;0.387096774193548;0.756288717982329;31;151;88;63;19;12
1500;RMDQ19_v1;Solteiro;0.37037037037037;0.633204949012387;27;155;90;65;17;10
1501;RMDQ20_v1;Solteiro;0.34375;0.386973721497225;32;150;86;64;21;11
1502;RMDQ21_v1;Solteiro;0.375;0.589532195826978;40;142;82;60;25;15
1503;RMDQ22_v1;Solteiro;0.363636363636364;0.531993687594629;33;149;86;63;21;12
1504;RMDQ23_v1;Solteiro;0.387096774193548;0.756288717982329;31;151;88;63;19;12
1505;RMDQ24_v1;Solteiro;0.366666666666667;0.580213445585084;30;152;88;64;19;11
1506;DN4 - Queimação;Solteiro;0.37037037037037;0.271700955566304;81;102;56;46;51;30
1507;DN4 - Sensação de frio dolorosa;Solteiro;0.25;0.00977487616366015;40;142;74;68;30;10
1508;DN4 - Choque elétrico;Solteiro;0.403846153846154;0.759500621899454;52;133;76;57;31;21
1509;DN4 - Formigamento;Solteiro;0.340425531914894;0.191839243541406;47;138;76;62;31;16
1510;DN4 - Alfinetada e agulhada;Solteiro;0.490909090909091;0.214488596365182;55;130;79;51;28;27
1511;DN4 - Adormecimento;Solteiro;0.37037037037037;0.424854278463538;54;129;73;56;34;20
1512;DN4 - Coceira;Solteiro;0.285714285714286;0.457883994181554;7;178;102;76;5;2
1513;DH4 - Hipoestesia ao toque;Solteiro;0.5;0.692663830585402;6;179;104;75;3;3
1514;DN4 - Hipoestesia a picada de agulha;Solteiro;0.714285714285714;0.109920104973387;7;178;105;73;2;5
1515;DN4 - Escovação;Solteiro;0.6;0.412866609583166;5;180;105;75;2;3
1516;Fuma;Separado_Divorciado;0.0217391304347826;0.44218557681651;46;147;140;7;45;1
1517;Cirurgia_coluna;Separado_Divorciado;0.0416666666666667;0.861921684126111;72;106;101;5;69;3
1518;Aposentado;Separado_Divorciado;0.0882352941176471;0.139374818308345;34;156;151;5;31;3
1519;Desempregado;Separado_Divorciado;0.0384615384615385;0.980936923098029;26;160;154;6;25;1
1520;Licenca_Medica;Separado_Divorciado;0.0526315789473684;0.818440342361416;19;169;162;7;18;1
1521;Aposentado_Invalidez;Separado_Divorciado;0;0.539908087525517;8;178;170;8;8;0
1522;Analg.e9.sicos;Separado_Divorciado;0.0491803278688525;0.553536642041824;122;65;63;2;116;6
1523;OutraDoenca;Separado_Divorciado;0.072463768115942;0.0505160267416713;69;120;118;2;64;5
1524;Dor_costas;Separado_Divorciado;0.055045871559633;0.335762946847116;109;77;75;2;103;6
1525;Dor_pernas;Separado_Divorciado;0.0483870967741935;0.807070619087169;62;123;118;5;59;3
1526;Retornar_trabalho;Separado_Divorciado;0.0952380952380952;0.192205773791894;21;146;141;5;19;2
1527;Masc;Separado_Divorciado;0.0373134328358209;0.81473433983609;134;68;65;3;129;5
1528;Fem;Separado_Divorciado;0.0441176470588235;0.81473433983609;68;134;129;5;65;3
1529;Casado_Amasiado;Separado_Divorciado;0;0.013893430078747;85;117;109;8;85;0
1530;Solteiro;Separado_Divorciado;0;0.0112202523029394;88;114;106;8;88;0
1531;Separado_Divorciado;Separado_Divorciado;1;7,65E-32;8;194;194;0;0;8
1532;X4;Separado_Divorciado;0;0.723063476742426;3;199;191;8;3;0
1533;X5;Separado_Divorciado;0;0.613578416541615;6;196;188;8;6;0
1534;X6;Separado_Divorciado;0;0.468251658961437;12;190;182;8;12;0
1535;Livrar_costas;Separado_Divorciado;0.0412371134020619;0.657176068228176;97;15;14;1;93;4
1536;Livrar_perna;Separado_Divorciado;0.0714285714285714;0.603896562478827;14;98;94;4;13;1
1537;Livrar_perda_sens;Separado_Divorciado;0;0.828098929650461;1;111;106;5;1;0
1538;D1;Separado_Divorciado;0;0.815135138754741;1;135;128;7;1;0
1539;D15;Separado_Divorciado;0;0.526853490497434;7;129;122;7;7;0
1540;D16;Separado_Divorciado;0.05;0.974289740376286;20;116;110;6;19;1
1541;D17;Separado_Divorciado;0;0.595606456103754;5;131;124;7;5;0
1542;D18;Separado_Divorciado;0;0.321218344859636;16;120;113;7;16;0
1543;D19;Separado_Divorciado;0;0.526853490497434;7;129;122;7;7;0
1544;D2;Separado_Divorciado;0;0.497044882450256;8;128;121;7;8;0
1545;D20;Separado_Divorciado;0;0.497044882450256;8;128;121;7;8;0
1546;D21;Separado_Divorciado;0;0.526853490497434;7;129;122;7;7;0
1547;D22;Separado_Divorciado;0;0.739976909027013;2;134;127;7;2;0
1548;D23;Separado_Divorciado;0;0.739976909027013;2;134;127;7;2;0
1549;D24;Separado_Divorciado;0;0.186591501022522;26;110;103;7;26;0
1550;D25;Separado_Divorciado;0;0.63628659530033;4;132;125;7;4;0
1551;D26;Separado_Divorciado;0;0.739976909027013;2;134;127;7;2;0
1552;D27;Separado_Divorciado;0;0.595606456103754;5;131;124;7;5;0
1553;D28;Separado_Divorciado;0;0.55947835087211;6;130;123;7;6;0
1554;D29;Separado_Divorciado;0.0476190476190476;0.891915120108973;42;94;89;5;40;2
1555;D3;Separado_Divorciado;0;0.739976909027013;2;134;127;7;2;0
1556;D30;Separado_Divorciado;0.0483870967741935;0.881580443764654;62;74;70;4;59;3
1557;D31;Separado_Divorciado;0;0.30452718874533;17;119;112;7;17;0
1558;D32;Separado_Divorciado;0.0540540540540541;0.933566397165882;37;99;94;5;35;2
1559;D33;Separado_Divorciado;0;0.398060116685702;12;124;117;7;12;0
1560;D34;Separado_Divorciado;0;0.683274873050331;3;133;126;7;3;0
1561;D35;Separado_Divorciado;0;0.739976909027013;2;134;127;7;2;0
1562;D36;Separado_Divorciado;0;0.497044882450256;8;128;121;7;8;0
1563;D37;Separado_Divorciado;0.0454545454545455;0.889065179747181;22;114;108;6;21;1
1564;D38;Separado_Divorciado;0;0.683274873050331;3;133;126;7;3;0
1565;D39;Separado_Divorciado;0.0666666666666667;0.777644659047461;15;121;115;6;14;1
1566;D4;Separado_Divorciado;0;0.63628659530033;4;132;125;7;4;0
1567;D40;Separado_Divorciado;0;0.595606456103754;5;131;124;7;5;0
1568;D41;Separado_Divorciado;0;0.526853490497434;7;129;122;7;7;0
1569;D42;Separado_Divorciado;0;0.683274873050331;3;133;126;7;3;0
1570;D43;Separado_Divorciado;0;0.683274873050331;3;133;126;7;3;0
1571;D44;Separado_Divorciado;0.0526315789473684;0.969562661066158;38;98;93;5;36;2
1572;D45;Separado_Divorciado;0;0.398060116685702;12;124;117;7;12;0
1573;D46;Separado_Divorciado;0.0526315789473684;0.969562661066158;38;98;93;5;36;2
1574;D47;Separado_Divorciado;0;0.398060116685702;12;124;117;7;12;0
1575;D48;Separado_Divorciado;0.0384615384615385;0.738522327104601;26;110;104;6;25;1
1576;D49;Separado_Divorciado;0;0.377146151318951;13;123;116;7;13;0
1577;D5;Separado_Divorciado;0;0.683274873050331;3;133;126;7;3;0
1578;D50;Separado_Divorciado;0;0.739976909027013;2;134;127;7;2;0
1579;D51;Separado_Divorciado;0;0.815135138754741;1;135;128;7;1;0
1580;D52;Separado_Divorciado;0;0.739976909027013;2;134;127;7;2;0
1581;D53;Separado_Divorciado;0;0.739976909027013;2;134;127;7;2;0
1582;D9;Separado_Divorciado;0;0.815135138754741;1;135;128;7;1;0
1583;RMDQ1_v1;Separado_Divorciado;0.0285714285714286;0.83726347455151;70;111;106;5;68;2
1584;RMDQ2_v1;Separado_Divorciado;0.0266666666666667;0.763573484588478;75;106;101;5;73;2
1585;RMDQ3_v1;Separado_Divorciado;0.0303030303030303;0.505080297248401;66;117;111;6;64;2
1586;RMDQ4_v1;Separado_Divorciado;0.0425531914893617;0.963930908304965;47;136;130;6;45;2
1587;RMDQ5_v1;Separado_Divorciado;0.0327868852459016;0.609140401551206;61;122;116;6;59;2
1588;RMDQ6_v1;Separado_Divorciado;0.0416666666666667;0.935566202781219;48;135;129;6;46;2
1589;RMDQ7_v1;Separado_Divorciado;0;0.20416192016128;33;149;142;7;33;0
1590;RMDQ8_v1;Separado_Divorciado;0;0.562897201280188;8;174;167;7;8;0
1591;RMDQ9_v1;Separado_Divorciado;0;0.24012341477796;29;153;146;7;29;0
1592;RMDQ10_v1;Separado_Divorciado;0;0.195933046727639;34;148;141;7;34;0
1593;RMDQ11_v1;Separado_Divorciado;0;0.180309835229217;36;146;139;7;36;0
1594;RMDQ12_v1;Separado_Divorciado;0;0.180309835229217;36;146;139;7;36;0
1595;RMDQ13_v1;Separado_Divorciado;0.0263157894736842;0.66160570966093;38;144;138;6;37;1
1596;RMDQ14_v1;Separado_Divorciado;0;0.152135804935708;40;142;135;7;40;0
1597;RMDQ15_v1;Separado_Divorciado;0;0.292991788296941;24;158;151;7;24;0
1598;RMDQ16_v1;Separado_Divorciado;0.032258064516129;0.843685433592571;31;151;145;6;30;1
1599;RMDQ17_v1;Separado_Divorciado;0.0512820512820513;0.638578518137544;39;143;138;5;37;2
1600;RMDQ18_v1;Separado_Divorciado;0;0.221508821782249;31;151;144;7;31;0
1601;RMDQ19_v1;Separado_Divorciado;0;0.260117965806364;27;155;148;7;27;0
1602;RMDQ20_v1;Separado_Divorciado;0;0.212683288254652;32;150;143;7;32;0
1603;RMDQ21_v1;Separado_Divorciado;0.025;0.616223475186609;40;142;136;6;39;1
1604;RMDQ22_v1;Separado_Divorciado;0.0303030303030303;0.787661959672211;33;149;143;6;32;1
1605;RMDQ23_v1;Separado_Divorciado;0;0.221508821782249;31;151;144;7;31;0
1606;RMDQ24_v1;Separado_Divorciado;0;0.230651040788941;30;152;145;7;30;0
1607;DN4 - Queimação;Separado_Divorciado;0.0493827160493827;0.484165329554493;81;102;99;3;77;4
1608;DN4 - Sensação de frio dolorosa;Separado_Divorciado;0.05;0.667480523178376;40;142;137;5;38;2
1609;DN4 - Choque elétrico;Separado_Divorciado;0.0384615384615385;0.977821369580842;52;133;128;5;50;2
1610;DN4 - Formigamento;Separado_Divorciado;0.0425531914893617;0.84448077252083;47;138;133;5;45;2
1611;DN4 - Alfinetada e agulhada;Separado_Divorciado;0.0181818181818182;0.3620904084458;55;130;124;6;54;1
1612;DN4 - Adormecimento;Separado_Divorciado;0.0740740740740741;0.102116961386795;54;129;126;3;50;4
1613;DN4 - Coceira;Separado_Divorciado;0;0.592726414847795;7;178;171;7;7;0
1614;DH4 - Hipoestesia ao toque;Separado_Divorciado;0;0.621429036548809;6;179;172;7;6;0
1615;DN4 - Hipoestesia a picada de agulha;Separado_Divorciado;0;0.592726414847795;7;178;171;7;7;0
1616;DN4 - Escovação;Separado_Divorciado;0;0.653038209525315;5;180;173;7;5;0
1617;Fuma;X4;0.0652173913043478;0.00180464827369461;46;147;147;0;43;3
1618;Cirurgia_coluna;X4;0;0.408527180838061;72;106;105;1;72;0
1619;Aposentado;X4;0;0.415033450743752;34;156;153;3;34;0
1620;Desempregado;X4;0;0.481487710817077;26;160;157;3;26;0
1621;Licenca_Medica;X4;0;0.558247600677103;19;169;166;3;19;0
1622;Aposentado_Invalidez;X4;0;0.711239743217805;8;178;175;3;8;0
1623;Analg.e9.sicos;X4;0.0163934426229508;0.958298962814995;122;65;64;1;120;2
1624;OutraDoenca;X4;0.0144927536231884;0.908345730160861;69;120;118;2;68;1
1625;Dor_costas;X4;0.018348623853211;0.774949647916623;109;77;76;1;107;2
1626;Dor_pernas;X4;0.0161290322580645;0.994681636859168;62;123;121;2;61;1
1627;Retornar_trabalho;X4;0;0.507412062901068;21;146;143;3;21;0
1628;Masc;X4;0.0149253731343284;0.990276089123858;134;68;67;1;132;2
1629;Fem;X4;0.0147058823529412;0.990276089123858;68;134;132;2;67;1
1630;Casado_Amasiado;X4;0;0.136910526981618;85;117;114;3;85;0
1631;Solteiro;X4;0;0.125226694102293;88;114;111;3;88;0
1632;Separado_Divorciado;X4;0;0.723063476742426;8;194;191;3;8;0
1633;X4;X4;1;7,65E-32;3;199;199;0;0;3
1634;X5;X4;0;0.760121315418735;6;196;193;3;6;0
1635;X6;X4;0;0.660984353778988;12;190;187;3;12;0
1636;Livrar_costas;X4;0.0103092783505155;0.125069048097251;97;15;14;1;96;1
1637;Livrar_perna;X4;0.0714285714285714;0.105645429201878;14;98;97;1;13;1
1638;Livrar_perda_sens;X4;0;0.892259258121653;1;111;109;2;1;0
1639;D1;X4;0;0.880178390709511;1;135;132;3;1;0
1640;D15;X4;0.142857142857143;0.0254648673683159;7;129;127;2;6;1
1641;D16;X4;0;0.467066119740186;20;116;113;3;20;0
1642;D17;X4;0.2;0.0057757922013957;5;131;129;2;4;1
1643;D18;X4;0.0625;0.240993975067262;16;120;118;2;15;1
1644;D19;X4;0.142857142857143;0.0254648673683159;7;129;127;2;6;1
1645;D2;X4;0.25;6,05E+08;8;128;127;1;6;2
1646;D20;X4;0;0.66148119738657;8;128;125;3;8;0
1647;D21;X4;0;0.683274873050331;7;129;126;3;7;0
1648;D22;X4;0;0.830565083280277;2;134;131;3;2;0
1649;D23;X4;0;0.830565083280277;2;134;131;3;2;0
1650;D24;X4;0;0.394480841695529;26;110;107;3;26;0
1651;D25;X4;0;0.760447734150187;4;132;129;3;4;0
1652;D26;X4;0;0.830565083280277;2;134;131;3;2;0
1653;D27;X4;0;0.732216032264721;5;131;128;3;5;0
1654;D28;X4;0;0.706710630318467;6;130;127;3;6;0
1655;D29;X4;0;0.241698399730683;42;94;91;3;42;0
1656;D3;X4;0.5;3,55E+08;2;134;132;2;1;1
1657;D30;X4;0;0.108893323090039;62;74;71;3;62;0
1658;D31;X4;0.0588235294117647;0.269885467194664;17;119;117;2;16;1
1659;D32;X4;0;0.284282472208915;37;99;96;3;37;0
1660;D33;X4;0.0833333333333333;0.130153483589304;12;124;122;2;11;1
1661;D34;X4;0;0.792511685634946;3;133;130;3;3;0
1662;D35;X4;0;0.830565083280277;2;134;131;3;2;0
1663;D36;X4;0.125;0.0410139457284451;8;128;126;2;7;1
1664;D37;X4;0;0.441644329784114;22;114;111;3;22;0
1665;D38;X4;0.333333333333333;0.000205681391078371;3;133;131;2;2;1
1666;D39;X4;0;0.537448305795192;15;121;118;3;15;0
1667;D4;X4;0.25;0.00162957881054941;4;132;130;2;3;1
1668;D40;X4;0.2;0.0057757922013957;5;131;129;2;4;1
1669;D41;X4;0;0.683274873050331;7;129;126;3;7;0
1670;D42;X4;0;0.792511685634946;3;133;130;3;3;0
1671;D43;X4;0;0.792511685634946;3;133;130;3;3;0
1672;D44;X4;0;0.275429552882231;38;98;95;3;38;0
1673;D45;X4;0;0.585850572100077;12;124;121;3;12;0
1674;D46;X4;0;0.275429552882231;38;98;95;3;38;0
1675;D47;X4;0.0833333333333333;0.130153483589304;12;124;122;2;11;1
1676;D48;X4;0;0.394480841695529;26;110;107;3;26;0
1677;D49;X4;0.0769230769230769;0.156711306704719;13;123;121;2;12;1
1678;D5;X4;0;0.792511685634946;3;133;130;3;3;0
1679;D50;X4;0;0.830565083280277;2;134;131;3;2;0
1680;D51;X4;0;0.880178390709511;1;135;132;3;1;0
1681;D52;X4;0;0.830565083280277;2;134;131;3;2;0
1682;D53;X4;0;0.830565083280277;2;134;131;3;2;0
1683;D9;X4;0;0.880178390709511;1;135;132;3;1;0
1684;RMDQ1_v1;X4;0;0.376988805505011;70;111;108;3;70;0
1685;RMDQ2_v1;X4;0;0.335043011304556;75;106;103;3;75;0
1686;RMDQ3_v1;X4;0;0.189627047089212;66;117;114;3;66;0
1687;RMDQ4_v1;X4;0;0.304577525311025;47;136;133;3;47;0
1688;RMDQ5_v1;X4;0;0.21686440944597;61;122;119;3;61;0
1689;RMDQ6_v1;X4;0;0.297705426781462;48;135;132;3;48;0
1690;RMDQ7_v1;X4;0;0.411118020233273;33;149;146;3;33;0
1691;RMDQ8_v1;X4;0;0.708039827186728;8;174;171;3;8;0
1692;RMDQ9_v1;X4;0;0.447035421800336;29;153;150;3;29;0
1693;RMDQ10_v1;X4;0;0.402535206901696;34;148;145;3;34;0
1694;RMDQ11_v1;X4;0;0.385804696018125;36;146;143;3;36;0
1695;RMDQ12_v1;X4;0;0.385804696018125;36;146;143;3;36;0
1696;RMDQ13_v1;X4;0;0.369622021989821;38;144;141;3;38;0
1697;RMDQ14_v1;X4;0;0.353953248138362;40;142;139;3;40;0
1698;RMDQ15_v1;X4;0;0.496070132399276;24;158;155;3;24;0
1699;RMDQ16_v1;X4;0;0.428746611205637;31;151;148;3;31;0
1700;RMDQ17_v1;X4;0;0.361725325701722;39;143;140;3;39;0
1701;RMDQ18_v1;X4;0;0.428746611205637;31;151;148;3;31;0
1702;RMDQ19_v1;X4;0;0.466044467910479;27;155;152;3;27;0
1703;RMDQ20_v1;X4;0;0.419853143376068;32;150;147;3;32;0
1704;RMDQ21_v1;X4;0;0.353953248138362;40;142;139;3;40;0
1705;RMDQ22_v1;X4;0;0.411118020233273;33;149;146;3;33;0
1706;RMDQ23_v1;X4;0;0.428746611205637;31;151;148;3;31;0
1707;RMDQ24_v1;X4;0;0.437804986559031;30;152;149;3;30;0
1708;DN4 - Queimação;X4;0.0246913580246914;0.430840014068599;81;102;101;1;79;2
1709;DN4 - Sensação de frio dolorosa;X4;0;0.353953248138362;40;142;139;3;40;0
1710;DN4 - Choque elétrico;X4;0.0384615384615385;0.134165504642534;52;133;132;1;50;2
1711;DN4 - Formigamento;X4;0.0425531914893617;0.0978946970900838;47;138;137;1;45;2
1712;DN4 - Alfinetada e agulhada;X4;0.0545454545454545;0.00725877307748413;55;130;130;0;52;3
1713;DN4 - Adormecimento;X4;0.037037037037037;0.154772063632672;54;129;128;1;52;2
1714;DN4 - Coceira;X4;0.142857142857143;0.00684234475716709;7;178;176;2;6;1
1715;DH4 - Hipoestesia ao toque;X4;0;0.749186120839485;6;179;176;3;6;0
1716;DN4 - Hipoestesia a picada de agulha;X4;0;0.729118871529751;7;178;175;3;7;0
1717;DN4 - Escovação;X4;0;0.771017208658739;5;180;177;3;5;0
1718;Fuma;X5;0.0217391304347826;0.955899710529858;46;147;144;3;45;1
1719;Cirurgia_coluna;X5;0.0277777777777778;0.693849595610497;72;106;104;2;70;2
1720;Aposentado;X5;0;0.345330162238084;34;156;152;4;34;0
1721;Desempregado;X5;0.0384615384615385;0.520467118506384;26;160;157;3;25;1
1722;Licenca_Medica;X5;0;0.497866946944463;19;169;165;4;19;0
1723;Aposentado_Invalidez;X5;0;0.668190209618591;8;178;174;4;8;0
1724;Analg.e9.sicos;X5;0.00819672131147541;0.0875580612118638;122;65;62;3;121;1
1725;OutraDoenca;X5;0;0.125304730406278;69;120;116;4;69;0
1726;Dor_costas;X5;0.00917431192660551;0.167789118226844;109;77;74;3;108;1
1727;Dor_pernas;X5;0;0.151128983532938;62;123;119;4;62;0
1728;Retornar_trabalho;X5;0;0.389220792601805;21;146;141;5;21;0
1729;Masc;X5;0.0298507462686567;0.98614382403195;134;68;66;2;130;4
1730;Fem;X5;0.0294117647058824;0.98614382403195;68;134;130;4;66;2
1731;Casado_Amasiado;X5;0;0.034045603038968;85;117;111;6;85;0
1732;Solteiro;X5;0;0.0289033304687579;88;114;108;6;88;0
1733;Separado_Divorciado;X5;0;0.613578416541615;8;194;188;6;8;0
1734;X4;X5;0;0.760121315418735;3;199;193;6;3;0
1735;X5;X5;1;7,65E-32;6;196;196;0;0;6
1736;X6;X5;0;0.532011596340825;12;190;184;6;12;0
1737;Livrar_costas;X5;0.0103092783505155;0.125069048097251;97;15;14;1;96;1
1738;Livrar_perna;X5;0;0.589638551626567;14;98;96;2;14;0
1739;Livrar_perda_sens;X5;1;9,37E+00;1;111;110;1;0;1
1740;D1;X5;0;0.902407153906854;1;135;133;2;1;0
1741;D15;X5;0;0.739976909027013;7;129;127;2;7;0
1742;D16;X5;0;0.554127697484356;20;116;114;2;20;0
1743;D17;X5;0;0.780748527710185;5;131;129;2;5;0
1744;D18;X5;0.0625;0.0908805539668756;16;120;119;1;15;1
1745;D19;X5;0;0.739976909027013;7;129;127;2;7;0
1746;D2;X5;0;0.721704213787294;8;128;126;2;8;0
1747;D20;X5;0;0.721704213787294;8;128;126;2;8;0
1748;D21;X5;0;0.739976909027013;7;129;127;2;7;0
1749;D22;X5;0;0.861819671758601;2;134;132;2;2;0
1750;D23;X5;0;0.861819671758601;2;134;132;2;2;0
1751;D24;X5;0.0384615384615385;0.263175050261802;26;110;109;1;25;1
1752;D25;X5;0;0.804124066880639;4;132;130;2;4;0
1753;D26;X5;0;0.861819671758601;2;134;132;2;2;0
1754;D27;X5;0;0.780748527710185;5;131;129;2;5;0
1755;D28;X5;0;0.759543172318368;6;130;128;2;6;0
1756;D29;X5;0;0.340923749246409;42;94;92;2;42;0
1757;D3;X5;0;0.861819671758601;2;134;132;2;2;0
1758;D30;X5;0;0.192198319028589;62;74;72;2;62;0
1759;D31;X5;0;0.590234194210651;17;119;117;2;17;0
1760;D32;X5;0;0.383757260247278;37;99;97;2;37;0
1761;D33;X5;0;0.657612161666932;12;124;122;2;12;0
1762;D34;X5;0;0.830565083280277;3;133;131;2;3;0
1763;D35;X5;0;0.861819671758601;2;134;132;2;2;0
1764;D36;X5;0;0.721704213787294;8;128;126;2;8;0
1765;D37;X5;0;0.531393754170243;22;114;112;2;22;0
1766;D38;X5;0;0.830565083280277;3;133;131;2;3;0
1767;D39;X5;0;0.615926597177117;15;121;119;2;15;0
1768;D4;X5;0;0.804124066880639;4;132;130;2;4;0
1769;D40;X5;0;0.780748527710185;5;131;129;2;5;0
1770;D41;X5;0;0.739976909027013;7;129;127;2;7;0
1771;D42;X5;0;0.830565083280277;3;133;131;2;3;0
1772;D43;X5;0;0.830565083280277;3;133;131;2;3;0
1773;D44;X5;0;0.374983020515037;38;98;96;2;38;0
1774;D45;X5;0;0.657612161666932;12;124;122;2;12;0
1775;D46;X5;0;0.374983020515037;38;98;96;2;38;0
1776;D47;X5;0;0.657612161666932;12;124;122;2;12;0
1777;D48;X5;0;0.488520668794022;26;110;108;2;26;0
1778;D49;X5;0;0.643234299777126;13;123;121;2;13;0
1779;D5;X5;0;0.830565083280277;3;133;131;2;3;0
1780;D50;X5;0;0.861819671758601;2;134;132;2;2;0
1781;D51;X5;0;0.902407153906854;1;135;133;2;1;0
1782;D52;X5;0;0.861819671758601;2;134;132;2;2;0
1783;D53;X5;0;0.861819671758601;2;134;132;2;2;0
1784;D9;X5;0;0.902407153906854;1;135;133;2;1;0
1785;RMDQ1_v1;X5;0.0428571428571429;0.314948167557093;70;111;110;1;67;3
1786;RMDQ2_v1;X5;0.04;0.380659457226035;75;106;105;1;72;3
1787;RMDQ3_v1;X5;0.0151515151515152;0.641213014187573;66;117;114;3;65;1
1788;RMDQ4_v1;X5;0;0.234518697602857;47;136;132;4;47;0
1789;RMDQ5_v1;X5;0.0163934426229508;0.720731087282001;61;122;119;3;60;1
1790;RMDQ6_v1;X5;0.0208333333333333;0.954925294150218;48;135;132;3;47;1
1791;RMDQ7_v1;X5;0.0303030303030303;0.718466846384741;33;149;146;3;32;1
1792;RMDQ8_v1;X5;0;0.664552260223522;8;174;170;4;8;0
1793;RMDQ9_v1;X5;0.0344827586206897;0.616405875993634;29;153;150;3;28;1
1794;RMDQ10_v1;X5;0.0294117647058824;0.743020499647911;34;148;145;3;33;1
1795;RMDQ11_v1;X5;0.0277777777777778;0.791006762917235;36;146;143;3;35;1
1796;RMDQ12_v1;X5;0.0277777777777778;0.791006762917235;36;146;143;3;35;1
1797;RMDQ13_v1;X5;0.0263157894736842;0.837538913112981;38;144;141;3;37;1
1798;RMDQ14_v1;X5;0.05;0.171148825895779;40;142;140;2;38;2
1799;RMDQ15_v1;X5;0.0416666666666667;0.480132247700843;24;158;155;3;23;1
1800;RMDQ16_v1;X5;0.032258064516129;0.668212762738764;31;151;148;3;30;1
1801;RMDQ17_v1;X5;0.0256410256410256;0.860276094665209;39;143;140;3;38;1
1802;RMDQ18_v1;X5;0.032258064516129;0.668212762738764;31;151;148;3;30;1
1803;RMDQ19_v1;X5;0.037037037037037;0.563037780257756;27;155;152;3;26;1
1804;RMDQ20_v1;X5;0.03125;0.693532397529908;32;150;147;3;31;1
1805;RMDQ21_v1;X5;0.025;0.882669759851911;40;142;139;3;39;1
1806;RMDQ22_v1;X5;0.0303030303030303;0.718466846384741;33;149;146;3;32;1
1807;RMDQ23_v1;X5;0.032258064516129;0.668212762738764;31;151;148;3;30;1
1808;RMDQ24_v1;X5;0.0333333333333333;0.642504591980499;30;152;149;3;29;1
1809;DN4 - Queimação;X5;0.037037037037037;0.472526884224484;81;102;100;2;78;3
1810;DN4 - Sensação de frio dolorosa;X5;0;0.228810979671472;40;142;137;5;40;0
1811;DN4 - Choque elétrico;X5;0.0384615384615385;0.548710096884232;52;133;130;3;50;2
1812;DN4 - Formigamento;X5;0.0425531914893617;0.447258441037516;47;138;135;3;45;2
1813;DN4 - Alfinetada e agulhada;X5;0.0363636363636364;0.610491395590076;55;130;127;3;53;2
1814;DN4 - Adormecimento;X5;0.0740740740740741;0.0120717210767695;54;129;128;1;50;4
1815;DN4 - Coceira;X5;0;0.653038209525315;7;178;173;5;7;0
1816;DH4 - Hipoestesia ao toque;X5;0;0.678116980295812;6;179;174;5;6;0
1817;DN4 - Hipoestesia a picada de agulha;X5;0;0.653038209525315;7;178;173;5;7;0
1818;DN4 - Escovação;X5;0;0.705565336576118;5;180;175;5;5;0
1819;Fuma;X6;0.108695652173913;0.0830792452204177;46;147;141;6;41;5
1820;Cirurgia_coluna;X6;0.0972222222222222;0.0500138051072718;72;106;103;3;65;7
1821;Aposentado;X6;0.205882352941176;4,55E+09;34;156;152;4;27;7
1822;Desempregado;X6;0.0384615384615385;0.629847413624636;26;160;150;10;25;1
1823;Licenca_Medica;X6;0.0526315789473684;0.908319682917262;19;169;159;10;18;1
1824;Aposentado_Invalidez;X6;0.125;0.419518039672779;8;178;168;10;7;1
1825;Analg.e9.sicos;X6;0.0737704918032787;0.234004444368344;122;65;63;2;113;9
1826;OutraDoenca;X6;0.072463768115942;0.525382059585057;69;120;114;6;64;5
1827;Dor_costas;X6;0.055045871559633;0.7782363490356;109;77;72;5;103;6
1828;Dor_pernas;X6;0.0806451612903226;0.386976844012474;62;123;117;6;57;5
